use#v#1161188,उपयोग करना, इस्तेमाल करना
make#v#2566500,किया
sauropod#n#1711639,
turn#v#2094702,घुमना,घुमाना,बदलना,पलटना,मोडना,बागी होना,सिर घूमना,दिल फेरना,दूसरी ओर झुकना
mill#v#1394351,पीसना
man#n#10308700,मनुष्य,पुरुष,नर
wood_hoopoe#n#1833120,
Phlebodium#n#13197771,
uniformity#n#4752610,एकरूपता,बराबरी,समानता,सारूप्य,समरूपता
reseat#v#2339169,
Doronicum#n#11982155,
small_letter#n#6837807,
aviatrix#n#9846007,
nephoscope#n#3824587,
icebreaker#n#3562172,हिमभंजक
mishap#n#7329027,आपत्ति,दुर्भाग्य
manhood#n#14448723,लड़का
trellis#n#4485747,
decontamination#n#395293,
wallow#v#1827320,लोटना,लुढकना,कीचड में लोटना,२. दुष्कर्म में डूबे रहना
proscenium#n#4019738,
transpiration#n#13590977,वाष्पोत्सर्जन
migratory_quail#n#1807711,
Verbascum#n#12909493,
source#n#4270724,मूल,२. स्रोत,३. उद्भव,उद्भव स्थान,निकास,४. प्रथम कारण
gossip#n#7237830,गप्पी,गपशप,चर्चा
locator#n#10288627,
umpirage#n#7165993,
leaner#n#106444,
razorback#n#2398809,
goblin#n#9566877,
mock#v#851012,मुहं बनाना,हंसी उडाना,नकल उतारना,चिढाना,ठठ्ठा करना,धोखा देना,अंगूठा दिखाना
contractor#n#9980491,ठेकेदार,संविद करने वाला,पण करने वाला
round-headed_leek#n#12456470,
crawl#n#330861,रेंगना,धीमी चाल
northeast#n#8578767,उत्तर पूर्व,उत्तर और पूर्व के बीच की दिशा,ईशान कोण
tiller#n#13185868,जोतने वाला,पतवार फेरने की मुठिया
Shah_Jahan#n#11314824,शाह जहाँ
Osteichthyes#n#2517206,ओस्टीइक्थीज़
list#v#2042858,सूची में लिखना,२. सुनना,३. विरोध करना,प्रतिवाद में लगना
wellhead#n#8525757,
rifleman#n#10550146,
Phegopteris#n#13251319,
shell_stitch#n#4198545,
international_flight#n#302683,
cookie_jar_reserve#n#13390896,
strike#v#1230799,मारना,ठोकना,पीटना,घूंसा मारना,दे मारना पटकना,२. अंकित करना,ठप्पा ना,लगाना,छापना,गढना,३. झुकाना,गिरा देना,४. प्रभाव करना,५. बजाना,६. दण्ड देना
Ascaphidae#n#1647183,
tie#v#1117608,बांधना,कसना,गांठना
blaze#v#2770572,लौ उठना,भडकाना,फैलना,२. प्रकट होना,विख्यात होना
striped_drum#n#2597572,
audiogram#n#2760216,
ink_cartridge#n#3576857,
pneumocytosis#n#14172772,
legibility#n#4826516,
smooth_woodsia#n#13223500,
dead_letter#n#14030306,
abnormality#n#5654380,
expletive#n#7140936,पूरा करने वाला,पद पूर्वक
electrical_line_of_force#n#11477700,
volunteer#v#881623,इच्छापूर्वक देना,स्वेच्छा से समर्पण करना
Britisher#n#9720360,
protectiveness#n#4730898,
cover#v#1152476,आच्छादित करना,ढांकना,२. छिपना,परदा डालना,३. अंडे सेना,४. सुरक्षित करना,५. पर्याप्त होना,यथेष्ट आना,बस होना
eriogonum#n#12623023,
overexposure#n#158507,
printing_concern#n#8086463,
harp_seal#n#2082798,
roundup#n#923441,
fix#v#2609306,दृढ करना,गाडना,लगाना,जडना,पक्का करना
golf_lesson#n#891825,
requisition#n#7206900,
mountain_tent#n#3798505,
cutting#n#9285277,
streamer#n#6357248,पताका,झण्डा,२. प्रकाश की किरण
phycoerythrin#n#1402007,
impracticability#n#5160402,
smiley#n#6290815,
urchin#n#10761024,साहसी,लडका,बच्चा
shop_class#n#893934,
open#v#2750526,खोलना,प्रकाश करना,२. प्रारंभ करना,३. स्थापित करना,४. चलाना
ghostwriter#n#10148285,
1770s#n#15175750,
peasanthood#n#597009,
iron_out#v#208463,
scale#v#2211818,नापना,तौलना,२. सीढी से चढना,३. गुजरना,४. छिलके उतारना
chabazite#n#15131763,
tithe#v#2311849,दसवां भाग लगाना
Merginae#n#1856688,
shaker#n#4190372,
food_bank#n#13390073,
exercise#v#100305,अभ्यास करना,२. शिक्षा देना,३. परिश्रम करना
Selenipedium#n#12103265,
knock#v#1417121,मारना,खटखटाना,टकराना
conference_room#n#3094335,
glug#v#2182630,
snowmobile#n#4259187,
information_measure#n#13600490,
easy_money#n#13277202,
spring#n#8525382,उछल,कूद,फलांग,२. पीछे हटना,लचक,३. लचकने की शक्ति,४. लचकदार वस्तु,५. बसंत ऋतु,६. स्रोता,झरना,फुहारा
Bedlam#n#2823933,
mysophilia#n#7514008,
Coeur_dAlene#n#9673000,
punt#v#1374854,लग्गी से खेना
ethane#n#14875013,इथेन
catalexis#n#7109021,
reeve#v#1344579,
saraband#n#7071041,
matter#n#5696202,पदार्थ,वस्तु,सत,मतलब,२. मवाद,पीब,३. विषय,मामला,बात
backlash#n#203869,
devaluation#n#354818,
Boxer#n#9890152,मुक्केबाज़ी
sweet-potato_whitefly#n#2250163,
coin_box#n#3070468,
box_office#n#13279066,
inadmissibility#n#4801485,
gourd#n#12178286,
shutting_post#n#4218822,
samizdat#n#6282273,
Hypoxis#n#12443436,
Anshar#n#9538404,
marchand_de_vin#n#7847797,
alyssum#n#11891216,
contusion#n#126920,नील,गुमटा,कुचलाव,चोट,भीतरी मार
newsstand#n#3828196,
impeccability#n#4833716,
take_a_dare#v#952369,
sea_breeze#n#11452269,स्थलीय एंव सागरीय समीर
Nabu#n#9542731,
sustaining_program#n#6634424,
prim#v#44876,
probation#n#15322546,प्रमाणीकरण,प्रमाण,परीक्षा,२. नवाभ्यास काल
psychotic_depression#n#14414517,
reliquary#n#4081297,
purity#n#14013549,निर्मलता,साधुता,शुद्धता,सफाई,निर्दोषता,पवित्रता
slicing#n#388232,
megilp#n#14973747,
twelve#n#13768925,
securities_law#n#8473485,
shearer#n#10606497,
Strymon#n#2285368,
penny_ante#n#1112625,
academic_requirement#n#5901598,
minister#n#10340353,मंत्री,सचिव,अमात्य,राज्यपदाधिकारी,२. पादरीपुरोहित,३. नौकर,कर्मकर,४. नियोज्य या अधिकृत पुरुष,गुमाश्ता
prolate_cycloid#n#13932086,चक्रज
propulsion_system#n#4019436,
wide-angle_lens#n#4590498,
preform#v#1663976,
cloaca#n#5311840,
Iowa#n#6921744,आयोवा
cube_root#n#13754099,घनमूल
reach#v#2026014,फैलाना,पसारना,पहुंचाना,२. देना,३. पहुंचना,आ जाना,४. प्राप्त करना,हासिल पाना,५. घुसना,पैठना,६. समझना,मालूम करना
whip#v#1895085,चाबुक मारना,२लपकना,दौडना,भागना,उठ पडना
compromiser#n#9990352,
mouthpiece#n#3800479,प्रवक्ता,वह आदमी जो दूसरों की तरफ से बात कहे,२. बाजे का वह हिस्सा जिसमें मुहं लगाया जाए,मुहनाल
introspect#v#633253,
shove#v#1587622,ढकेलना,रेलना,धक्का देना
mercuric_chloride#n#14974833,
sneer#v#32771,नाक चढाना,बोली ठोली मारना,२. हंसी उडाना
scud#n#331662,दौड,रेलपेल,२. उडता हुआ बादल,३. थप्पड,४. खुरपी
terrorization#n#1225155,
arrow_grass#n#12638320,
landlubber#n#10265204,
litter#v#2741017,
Enterolobium#n#11781476,
ti#n#6882179,
pick_up#v#2111702,
bolt#n#2869271,चटखनी,खटका,२. तीर,बाण,३. फलांग
declination#n#8650469,झुकाव (खगोलीय)
exteroceptor#n#5307313,
erythroblastosis#n#14215238,
principle#n#5882839,मूल,मूल तत्व,आदि हेतु,२. तत्व,सिद्धान्त,स्वयं सिद्धि,३. नियम,विधि,व्यवस्था,रीति,४. इरादा,कारण,हेतु,५. मूल अंग,मूल द्रव्य,अवयव
zooid#n#1418854,
squad_room#n#4298083,
corroborate#v#2669418,पुष्ट करना,बल देना,पक्का करना
spelling_bee#n#7492206,स्पेलिंग बी
orchiopexy#n#690439,
dress#v#1268833,कपडा पहनाना,सजाना,सवारना,२. घाव पर पट्टी बांधना
second_gear#n#4171590,
jumper#n#3609613,कूदने वाला,२,स्त्रियों का एक पहनावा
congressman#n#9975260,महासभा का सदस्य
Pinguicula#n#12893458,
combination_plane#n#3079504,
control_circuit#n#3102186,
concenter#v#733774,
dare#v#2550742,धमकाना,आंख दिखाना,ललकारना,बाहु ठोंकना,भय दिलाना
skeg#n#4233384,
buggy_whip#n#2916019,
thatch#n#4424807,घास,खर,फूस,छप्पर
detention_basin#n#8536482,
Alar#n#14732692,
paper_route#n#721583,
mantua#n#3725402,
spank#n#135292,
catenary#n#13891246,
hoe#v#1746437,
foul#v#1150321,बिगाडना,गंदा करना
rest#n#14035972,विश्राम,सन्तोष,चैन,कल,स्थिरता,आड,सहारा,२. शेष बचा हुआ,दूसरा,बाकी
macintosh#n#3708258,मैकिन्टौश
double_up#v#2300678,
